attribute,ate,se,p_value,ci_low,ci_high,levene_stat,levene_p_value,llm
curiosity_experimental,-0.03679756847417826,0.010441157712506283,0.0004473061116890958,-0.057291042683809135,-0.01630409426454739,0.20147904554769416,0.6536440529839382,Llama-3.3-70B-Instruct-Turbo
curiosity_experimental,-0.03689599344998949,0.009695884299201417,0.0001517588028415258,-0.05592664381994358,-0.017865343080035404,0.014320034555913314,0.9047757039295506,QwQ-32B
curiosity_experimental,-0.07413846320843041,0.010078657258662489,4.4561425633502476e-13,-0.09392037024682874,-0.054356556170032086,2.1188453186833467,0.1458645592722689,claude-sonnet-4-20250514
curiosity_experimental,-0.022807609391100905,0.0100158158196158,0.023023814852180125,-0.042466174254695906,-0.0031490445275059037,2.999170523047131,0.08366910835450798,DeepSeek-R1-0528-tput
curiosity_experimental,-0.043340676381732605,0.009966523478881337,1.5356289038679777e-05,-0.06290249259348948,-0.023778860169975734,0.07322126527586054,0.7867686305483517,Llama-4-Scout-17B-16E-Instruct
curiosity_experimental,-0.010999108063380303,0.008679759167906028,0.20542602887540434,-0.028035381774697665,0.0060371656479370605,2.2683816065361935,0.1324092389727014,mistral-medium-latest
curiosity_experimental,-0.07382937565726821,0.012583787641278717,6.716157455307147e-09,-0.09853393840961129,-0.04912481290492514,1.2615642652627292,0.2617229408269475,magistral-medium-2506
curiosity_experimental,-0.0576789819882632,0.010263578181503316,2.5921471227072062e-08,-0.07782391041025516,-0.037534053566271236,0.8948764008284711,0.34442809354273674,Meta-Llama-3-8B-Instruct-Lite
curiosity_experimental,-0.051378161779342825,0.011499456907926892,8.967906058135667e-06,-0.07394882205057753,-0.028807501508108124,6.1720996169295566,0.013169592511007449,claude-3-haiku-20240307
curiosity_experimental,0.039030838421545935,0.012790345147638953,0.0023469613400038036,0.013926559924312843,0.06413511691877903,3.0765292110782516,0.07978937558448054,gemini-1.5-pro
curiosity_experimental,-0.04686661178922679,0.011048025266996603,2.457173873205535e-05,-0.06855114805041979,-0.0251820755280338,5.017341974218517,0.025351816669052164,claude-3-opus-20240229
curiosity_experimental,-0.02503488983606524,0.013549140543527318,0.06499068275136421,-0.051628495690841616,0.001558716018711142,0.4220728145780758,0.5160796686841433,gpt-4.1-nano
nuance_experimental,0.032909110936012766,0.002289284996990675,1.3504962026356511e-46,0.02842188913741301,0.03739633273461252,110.83319245925833,7.669057591521218e-26,Full Sample
nuance_experimental,0.014950187707771304,0.008358658388762054,0.07403781066155567,-0.001455870177164073,0.03135624559270668,0.13010179705744865,0.7184162397333245,mistral-small
nuance_experimental,0.03852256446509248,0.01117202148601505,0.0005924223939112067,0.016594358667447337,0.060450770262737624,5.599699495551265,0.018188504745259234,gemma-2-27b-it
nuance_experimental,0.027101509522247772,0.008823667570230722,0.0021978495833127006,0.009782836297001284,0.04442018274749426,3.2646090146373044,0.07114258015636597,gemma-3n-E4B-it
nuance_experimental,0.03415414268384114,0.011845319988662477,0.004033819925689093,0.01090471442747249,0.05740357094020979,3.2415952591864796,0.072144288511483,o4-mini
nuance_experimental,0.04365333433569693,0.01042322180546818,3.1089569523598346e-05,0.02319485660085553,0.06411181207053833,8.87057232375313,0.002981003061630377,gemini-2.5-flash
nuance_experimental,0.0621146447611245,0.01177288148058892,1.6750659494108063e-07,0.039007395348220314,0.08522189417402869,11.528525467122867,0.0007170537406353218,gpt-4.1
nuance_experimental,0.11438838472833755,0.012880033949969923,3.864847682304336e-18,0.08910806933406923,0.13966870012260588,21.000793299064508,5.277064660921645e-06,gpt-4.1-mini
nuance_experimental,0.027738171177985563,0.009516218727703734,0.0036520367405174234,0.009060191622057841,0.04641615073391328,0.8165223902594196,0.36645431516107885,Qwen2.5-72B-Instruct-Turbo
nuance_experimental,-0.01637556031980912,0.007990005874590327,0.04072428808761943,-0.03205838917328549,-0.0006927314663327556,0.004241482792853883,0.9480887179242748,DeepSeek-R1
nuance_experimental,0.028192945291080164,0.009293832221865124,0.002490774355996536,0.009951394287660752,0.046434496294499576,4.304413787031755,0.03831399698704038,Llama-3.3-70B-Instruct-Turbo
nuance_experimental,0.03305470253343575,0.009419379247592579,0.0004729964076248019,0.014566763978135569,0.051542641088735935,5.33567897203624,0.02113168922986783,QwQ-32B
nuance_experimental,0.010659795334895037,0.009146681657308985,0.24417211361957614,-0.0072928745110008245,0.0286124651807909,1.8490025804678354,0.17425916746775613,claude-sonnet-4-20250514
nuance_experimental,0.0038619544262291014,0.007990552145737994,0.6289962043928168,-0.011821519639386671,0.019545428491844874,0.020177487953116864,0.8870760802118274,DeepSeek-R1-0528-tput
nuance_experimental,0.02872467069320882,0.009167052757197905,0.0017866474542530082,0.010732017425520716,0.04671732396089692,3.09416518657462,0.07893237038588537,Llama-4-Scout-17B-16E-Instruct
nuance_experimental,0.018916412319248732,0.009607687388469307,0.04929103492842211,5.88393248332382e-05,0.03777398531366423,0.6256396423484203,0.4291798877417885,mistral-medium-latest
nuance_experimental,-0.03254813793330173,0.00807619301391939,6.1570818374547e-05,-0.04840336553249634,-0.016692910334107122,1.9367410555503706,0.16444498080591635,magistral-medium-2506
nuance_experimental,0.0435544894788732,0.011955943512675917,0.0002859023851285687,0.020087856105895113,0.06702112285185129,12.07807002045257,0.0005360119281956874,Meta-Llama-3-8B-Instruct-Lite
nuance_experimental,0.030787351354460306,0.008882607214671568,0.0005546805786515513,0.01335293585376222,0.04822176685515839,8.030855798402435,0.0047076485941106045,claude-3-haiku-20240307
nuance_experimental,0.06080078645433292,0.01197197504309969,4.672376775523563e-07,0.037302765707068045,0.0842988072015978,10.497109483419354,0.0012419597847360799,gemini-1.5-pro
nuance_experimental,0.010579828194379791,0.008606005653619755,0.21927847162317757,-0.0063116286180358114,0.027471285006795396,0.0029590331293054355,0.9566316248893421,claude-3-opus-20240229
nuance_experimental,0.09812326703512915,0.012470819475125601,1.0890108998358358e-14,0.0736461382650691,0.1226003958051892,6.552083177735857,0.010647677868631094,gpt-4.1-nano
personal_story_experimental,-0.0440670518160411,0.0033517940938065623,2.6907076966777575e-39,-0.05063689503867066,-0.03749720859341154,6.609163159410648,0.010153596551719683,Full Sample
personal_story_experimental,-0.03612187859687916,0.014692114470156524,0.014147038030479382,-0.06495900403480287,-0.007284753158955451,0.0025549660959640844,0.959698646918119,mistral-small
personal_story_experimental,-0.013276097958441284,0.016080663162170262,0.4092677739966255,-0.04483888107912223,0.018286685162239656,0.028814100736327706,0.8652496558496027,gemma-2-27b-it
personal_story_experimental,-0.03453337656908681,0.014104950184317823,0.014553249609665416,-0.06221789903735486,-0.0068488541008187576,0.009760908184083877,0.9213224446321794,gemma-3n-E4B-it
personal_story_experimental,-0.032940608618266684,0.01494252631748372,0.02775671554117337,-0.06226908551207373,-0.003612131724459639,2.590274773313993,0.1078921112297006,o4-mini
personal_story_experimental,-0.01746105032624147,0.015518640331918333,0.2608384591079731,-0.04792070700734598,0.012998606354863034,0.07892730531260958,0.7788252455400315,gemini-2.5-flash
personal_story_experimental,-0.040521349175643734,0.015433149535755461,0.008804627493568295,-0.07081279788659335,-0.010229900464694113,2.224747164953635,0.13618503638928575,gpt-4.1
personal_story_experimental,-0.07035018987119411,0.014623977124146098,1.779184680710756e-06,-0.09905343362451059,-0.04164694611787763,3.755842965808451,0.05295333680751612,gpt-4.1-mini
personal_story_experimental,-0.026994883555035244,0.014196153096039938,0.05756536713268069,-0.05485841474192675,0.0008686476318562585,0.1625086789909113,0.6869583994006824,Qwen2.5-72B-Instruct-Turbo
personal_story_experimental,-0.013792539704057256,0.015421212640789887,0.3713720166272425,-0.04406138335130606,0.016476303943191554,0.034572554509738805,0.8525392998789323,DeepSeek-R1
personal_story_experimental,-0.03221148974647879,0.014696933890841486,0.028670726903485325,-0.06105802611206275,-0.00336495338089483,0.9561715732219432,0.3284315504587275,Llama-3.3-70B-Instruct-Turbo
personal_story_experimental,-0.04891131631215162,0.01567559930686577,0.0018681037286446469,-0.07967868528467818,-0.018143947339625058,0.5318386933893137,0.4660355213940943,QwQ-32B
personal_story_experimental,-0.08379975352458986,0.015545997852748763,9.104515054393508e-08,-0.11431269552168953,-0.053286811527490194,1.2954219855383826,0.2553710918846089,claude-sonnet-4-20250514
personal_story_experimental,-0.021528180583138323,0.015342069114318546,0.16091785584825866,-0.05164086099354527,0.00858449982726862,0.6446995919854276,0.42223803815014005,DeepSeek-R1-0528-tput
personal_story_experimental,-0.04475907362997629,0.01487347626710308,0.0026954477687531606,-0.0739520223832215,-0.015566124876731077,0.06751443124758502,0.7950535237159138,Llama-4-Scout-17B-16E-Instruct
personal_story_experimental,-0.025190961812206564,0.015374078902000245,0.10168027013193316,-0.05536657050908387,0.004984646884670742,0.011673461806950895,0.9139864492731459,mistral-medium-latest
personal_story_experimental,-0.044590124657105226,0.017482213558772493,0.010955971234619796,-0.07891130475202543,-0.010268944562185016,6.888228846127743,0.00885721724612701,magistral-medium-2506
personal_story_experimental,-0.06485374910563405,0.014568040082696293,9.650613080176614e-06,-0.09344729801467948,-0.03626020019658861,4.113243009976138,0.04286012008145958,Meta-Llama-3-8B-Instruct-Lite
personal_story_experimental,-0.12466819395305198,0.01443341458206152,2.815348747272765e-17,-0.15299750547567112,-0.09633888243043284,5.120300468450933,0.023899105707157073,claude-3-haiku-20240307
personal_story_experimental,-0.014059355257611017,0.015522909048230548,0.36534196717263634,-0.04452697965208911,0.016408269136867083,0.06471045867753461,0.7992614477037199,gemini-1.5-pro
personal_story_experimental,-0.07017662061124091,0.014834006400259966,2.617142276483887e-06,-0.09929209979521018,-0.041061141427271644,2.3642064240304896,0.12451830504556333,claude-3-opus-20240229
personal_story_experimental,-0.0637319442810301,0.014626415325789129,1.4771875269303861e-05,-0.09243997362006554,-0.035023914941994666,0.25015303022502233,0.6170964986937779,gpt-4.1-nano
reasoning_experimental,0.015541977989567914,0.0021954230958849104,1.5033535531335858e-12,0.011238734668638457,0.01984522131049737,79.77854910122751,4.589476107033996e-19,Full Sample
reasoning_experimental,-0.004802709633725442,0.00804802245510439,0.5508290635489783,-0.02059906308145348,0.010993643814002595,0.13147997112800897,0.7169927084225605,mistral-small
reasoning_experimental,0.02017555330182004,0.010796154598763354,0.062000713972401256,-0.0010149089758638534,0.04136601557950394,4.082019830500723,0.04365723332317692,gemma-2-27b-it
reasoning_experimental,0.018215391131147136,0.0076013649622020995,0.01677479150162511,0.003295795079006427,0.03313498718328785,3.850724987363616,0.05004961107854298,gemma-3n-E4B-it
reasoning_experimental,0.027999264468384452,0.012408568297221341,0.02429542337636285,0.00364431933675248,0.052354209600016424,4.522355388619807,0.03374158813790455,o4-mini
reasoning_experimental,0.02506019455082694,0.00986483160892628,0.011252099356203506,0.005697713199494626,0.04442267590215926,5.831082400886151,0.01595712900039615,gemini-2.5-flash
reasoning_experimental,0.043245878358314185,0.011563085486986664,0.00019633336196187167,0.020550406500292245,0.06594135021633613,10.359581114625737,0.0013367553475875688,gpt-4.1
reasoning_experimental,0.08654022451756471,0.013191764488084054,9.317537995795799e-11,0.060648059313570646,0.11243238972155878,21.999176453105864,3.1759027214437173e-06,gpt-4.1-mini
reasoning_experimental,0.003274683166276056,0.00903617252172383,0.71714514148175,-0.014461084627001596,0.021010450959553707,0.5780528034458314,0.44728691269754284,Qwen2.5-72B-Instruct-Turbo
reasoning_experimental,-0.02231437774224353,0.00741148187009273,0.002684114058159877,-0.0368616763980492,-0.0077670790864378635,0.26059552697868427,0.6098460757437585,DeepSeek-R1
reasoning_experimental,0.014372267075117726,0.009194718129756042,0.11840120335186399,-0.0036747468715521737,0.03241928102178762,3.86566533847874,0.04960873621640065,Llama-3.3-70B-Instruct-Turbo
reasoning_experimental,0.020393376851876435,0.008893707277219573,0.02209040902056352,0.002937203854904695,0.037849549848848175,4.652172883451235,0.031293682178869985,QwQ-32B
reasoning_experimental,-0.0018633134660417487,0.008609249190732606,0.8287031557003033,-0.018761136538167876,0.015034509606084379,2.223603832263466,0.13628560451393618,claude-sonnet-4-20250514
reasoning_experimental,-0.0028094061358317213,0.007395340107692642,0.7041227106675005,-0.0173246264447649,0.011705814173101457,0.010981301903166669,0.9165657543891341,DeepSeek-R1-0528-tput
reasoning_experimental,0.016740020793911466,0.008976210261987236,0.06253455089922008,-0.0008780559401824761,0.03435809752800541,6.027170799954758,0.014286182127904288,Llama-4-Scout-17B-16E-Instruct
reasoning_experimental,0.0016525109178402823,0.009111097080010186,0.8561177133948439,-0.01623037507735769,0.019535396913038256,0.15793918736083404,0.6911607626916432,mistral-medium-latest
reasoning_experimental,-0.0325470839625933,0.007025729926326726,4.273636865943978e-06,-0.04634003651342926,-0.018754131411757344,3.0466092227299484,0.08132490308973987,magistral-medium-2506
reasoning_experimental,0.026274296239436487,0.012103440804438453,0.030221499437803622,0.002518161258690775,0.0500304312201822,11.706054799462446,0.0006526916166479345,Meta-Llama-3-8B-Instruct-Lite
reasoning_experimental,0.005083827535211381,0.00888336734833528,0.567279498783701,-0.012352079924526315,0.022519734994949078,3.5347214144049772,0.06043821001679526,claude-3-haiku-20240307
reasoning_experimental,0.031695262159251045,0.011018565536681629,0.004121055238027591,0.010068548049512425,0.053321976268989664,6.048277437146411,0.014117611075217302,gemini-1.5-pro
reasoning_experimental,-0.00842982774707211,0.008354208330479796,0.31323633904657294,-0.024827068801273385,0.007967413307129165,8.822371992160798e-05,0.9925079801875438,claude-3-opus-20240229
reasoning_experimental,0.05093510081967248,0.01223213756053724,3.4448504838532055e-05,0.026926445510407595,0.07494375612893736,7.963889104968361,0.004883045176293809,gpt-4.1-nano
respect_experimental,-0.04003568093075999,0.001585099506037485,2.5577895642989143e-138,-0.043142630509248873,-0.0369287313522711,63.05294374432935,2.1314719401938523e-15,Full Sample
respect_experimental,-0.035775574724495815,0.0072497535059743035,9.659822324361655e-07,-0.05000511613396871,-0.02154603331502292,1.185497558355864,0.2765486034186147,mistral-small
respect_experimental,-0.027443011876397062,0.007094375397310369,0.00011804278892892674,-0.04136770078902656,-0.013518322963767563,1.5734454874904318,0.2100546235039909,gemma-2-27b-it
respect_experimental,-0.041135813770492094,0.006135457173436164,3.673608381289017e-11,-0.05317819603710518,-0.02909343150387901,10.818647081485558,0.0010460465852022611,gemma-3n-E4B-it
respect_experimental,-0.027731153442622468,0.00680535731734775,5.0335150603572824e-05,-0.04108838371247316,-0.014373923172771771,1.7001297564890494,0.19262317996676756,o4-mini
respect_experimental,-0.04667147614657256,0.0071522248585077245,1.1681255208371772e-10,-0.0607097107493895,-0.032633241543755624,1.4900829727852019,0.22254450533855558,gemini-2.5-flash
respect_experimental,-0.05957963906323135,0.007699365451325344,2.8487795273204335e-14,-0.07469158579421743,-0.04446769233224526,7.82653379799399,0.005264571359571954,gpt-4.1
respect_experimental,-0.044577249789226676,0.007267827115464947,1.314638918686034e-09,-0.058842193687949726,-0.030312305890503627,5.621658997258771,0.017961417675048132,gpt-4.1-mini
respect_experimental,-0.03841910988290426,0.006982278015999924,4.9578396349779585e-08,-0.05212359164906888,-0.02471462811673963,1.2829505571089752,0.25766980131351486,Qwen2.5-72B-Instruct-Turbo
respect_experimental,-0.0439095449880668,0.007514166397413322,7.3180587725222755e-09,-0.05865839341656916,-0.029160696559564433,4.245193206581983,0.03967053293032014,DeepSeek-R1
respect_experimental,-0.03029104920187771,0.007108563278135355,2.2605899895458634e-05,-0.044243444349927566,-0.016338654053827853,6.164962616333061,0.013222436403867601,Llama-3.3-70B-Instruct-Turbo
respect_experimental,-0.03943648826912286,0.006859362158361948,1.2486812957015619e-08,-0.05289973916697355,-0.025973237371272172,0.49342657799652495,0.4825948441477106,QwQ-32B
respect_experimental,-0.05594664730679103,0.00751563812776263,2.390049349465034e-13,-0.07069798282322197,-0.041195311790360095,7.606845154080639,0.005939230500210765,claude-sonnet-4-20250514
respect_experimental,-0.03724454920374729,0.0071999205769721275,2.8748957497311733e-07,-0.0513762093924196,-0.02311288901507498,4.549710563322706,0.033209526363082435,DeepSeek-R1-0528-tput
respect_experimental,-0.028196458056205582,0.007119118358747674,8.098680721638156e-05,-0.04216952351063999,-0.014223392601771178,0.9146283601699258,0.3391606317504563,Llama-4-Scout-17B-16E-Instruct
respect_experimental,-0.0394095488732394,0.007482046914419632,1.7562345101317674e-07,-0.05409500231603594,-0.024724095430442863,0.35473751124570974,0.5516020588073185,mistral-medium-latest
respect_experimental,-0.03880814363871282,0.00817925883023599,2.5106423917819527e-06,-0.054865710628828376,-0.022750576648597264,5.234307950866442,0.022429542022960602,magistral-medium-2506
respect_experimental,-0.03510018830985935,0.007100928506432816,9.265825507327408e-07,-0.04903759824254415,-0.02116277837717455,3.803324101922821,0.051479328142017985,Meta-Llama-3-8B-Instruct-Lite
respect_experimental,-0.05529970528169015,0.0067840533381195445,1.2832226974726327e-15,-0.06861516568844046,-0.04198424487493983,15.08916093651255,0.00011051447507268667,claude-3-haiku-20240307
respect_experimental,-0.020989516721310962,0.007887045642720941,0.00793130139348128,-0.03646983316701728,-0.0055092002756046456,0.021418279174008396,0.8836798327788864,gemini-1.5-pro
respect_experimental,-0.0452467762529269,0.006945683129310886,1.247043410530614e-10,-0.05887943132353234,-0.03161412118232145,9.125537591047733,0.0025959666878491027,claude-3-opus-20240229
respect_experimental,-0.04931320714285667,0.007252257913047725,1.9716170911475267e-11,-0.06354759255477188,-0.03507882173094145,8.131030935215263,0.004456587392702355,gpt-4.1-nano
