"term","contrast","model_name","estimate","conf.low","conf.high","attribute"
"model_fed_q_type","whathow_q - hobsons_c","Llama-4-Scout-17B-16E-Instruct",-0.0447590736299762,-0.0622596615823032,-0.0266020634141751,"personal_story_experimental"
"model_fed_q_type","whathow_q - hobsons_c","magistral-medium-2506",-0.0442205274624317,-0.0635502104594291,-0.0253356134139272,"personal_story_experimental"
"model_fed_q_type","whathow_q - hobsons_c","Meta-Llama-3-8B-Instruct-Lite",-0.0648537491056325,-0.0832068632994061,-0.047354960870524,"personal_story_experimental"
"model_fed_q_type","whathow_q - hobsons_c","mistral-medium-latest",-0.0251909618122066,-0.0444070392499231,-0.00651576315539425,"personal_story_experimental"
"model_fed_q_type","whathow_q - hobsons_c","mistral-small",-0.0357548189051314,-0.0545515917127549,-0.0173020953660524,"personal_story_experimental"
"model_fed_q_type","whathow_q - hobsons_c","o4-mini",-0.0329406086182665,-0.0516694744752285,-0.0137776683996647,"personal_story_experimental"
"model_fed_q_type","whathow_q - hobsons_c","Qwen2.5-72B-Instruct-Turbo",-0.0269948835550337,-0.0444805491182485,-0.00901782654190887,"personal_story_experimental"
"model_fed_q_type","whathow_q - hobsons_c","QwQ-32B",-0.0487976934842811,-0.067875010470185,-0.0307845414491987,"personal_story_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gpt-4.1",0.043245878358533,0.0314415578854351,0.055832586215274,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","claude-3-haiku-20240307",0.00508382753521264,-0.00674182539103949,0.0178252878982801,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","claude-3-opus-20240229",-0.00842982774707146,-0.02196217614148,0.00403545038485671,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","claude-sonnet-4-20250514",-0.00186331346604018,-0.0137972035683124,0.00979679246586871,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","DeepSeek-R1",-0.0223143777422461,-0.0348373379904089,-0.0104345154730915,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","DeepSeek-R1-0528-tput",-0.00280940613583303,-0.0159365434867445,0.00920224904227815,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gemini-1.5-pro",0.0316952621592492,0.0185272140969989,0.0433276959443462,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gemini-2.5-flash",0.0250601945508286,0.0127247905694037,0.0377604669861615,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gemma-2-27b-it",0.0204813292344068,0.00790511679451584,0.0340137715937795,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gemma-3n-E4B-it",0.0182153911311471,0.00682879028760136,0.0304739829444621,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gpt-4.1-mini",0.0865402245175634,0.0742989404905182,0.0980890256362801,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gpt-4.1-nano",0.050935100819673,0.03919584810252,0.0628161327004735,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","Llama-3.3-70B-Instruct-Turbo",0.0143722670751151,0.00274122716445118,0.0271620589599417,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","Llama-4-Scout-17B-16E-Instruct",0.0167400207939109,0.00383357920717506,0.0291788654829572,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","magistral-medium-2506",-0.03249595088549,-0.045969494651291,-0.0198251557833051,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","Meta-Llama-3-8B-Instruct-Lite",0.026274296239436,0.0134172124678395,0.0383168448847765,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","mistral-medium-latest",0.00165251091783969,-0.0105653196792539,0.0130167864051473,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","mistral-small",-0.00458345489345646,-0.0167909292333374,0.00818167908892087,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","o4-mini",0.027999264468383,0.0161250833329394,0.0407993839309638,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","Qwen2.5-72B-Instruct-Turbo",0.00327468316627977,-0.00902117664666984,0.0159818598955961,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","QwQ-32B",0.0201249620596589,0.00864843849527979,0.0322407612676201,"reasoning_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gpt-4.1",-0.0595796390631727,-0.0688183969238851,-0.0507782204260242,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","claude-3-haiku-20240307",-0.055299705281692,-0.0635266008285468,-0.0457820074888861,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","claude-3-opus-20240229",-0.0452467762529254,-0.0540009161174978,-0.0356015776642107,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","claude-sonnet-4-20250514",-0.0559466473067953,-0.0649963084364232,-0.0465164805379516,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","DeepSeek-R1",-0.0439095449880691,-0.0523184846635709,-0.0344015323571969,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","DeepSeek-R1-0528-tput",-0.037244549203749,-0.0465992635774462,-0.0286704512294802,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gemini-1.5-pro",-0.0209895167213127,-0.0311802449592581,-0.0119298107864601,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gemini-2.5-flash",-0.0466714761465733,-0.055309016479476,-0.0374911737491224,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gemma-2-27b-it",-0.0268341613714794,-0.0361377695522989,-0.017690834909345,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gemma-3n-E4B-it",-0.0411358137704924,-0.0503383754919599,-0.0314929339940044,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gpt-4.1-mini",-0.0445772497892236,-0.0539195767707882,-0.0355647555456223,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","gpt-4.1-nano",-0.04931320714286,-0.058061126984182,-0.0402214236775295,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","Llama-3.3-70B-Instruct-Turbo",-0.0302910492018809,-0.0389597819183543,-0.0207735553877813,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","Llama-4-Scout-17B-16E-Instruct",-0.0281964580562064,-0.0370791850755808,-0.019259964270364,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","magistral-medium-2506",-0.0387457222807346,-0.0486503976637049,-0.0294531221357346,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","Meta-Llama-3-8B-Instruct-Lite",-0.0351001883098576,-0.0444312242842277,-0.025808182136641,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","mistral-medium-latest",-0.0394095488732406,-0.0484610227322671,-0.0302985477501698,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","mistral-small",-0.0362916728222278,-0.0456420168096167,-0.0274072549009452,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","o4-mini",-0.0277311534426224,-0.0370988257142837,-0.0189373643781522,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","Qwen2.5-72B-Instruct-Turbo",-0.0384191098829061,-0.0472017944937013,-0.0292563665241467,"respect_experimental"
"model_fed_q_type","whathow_q - hobsons_c","QwQ-32B",-0.0394845790169649,-0.0487247402336457,-0.0298708819784831,"respect_experimental"
